,Gamma0_1,Gamma0_2,Gamma0_3,Gamma0_4,Gamma0_5,Gamma0_6,Gamma0_7,Gamma0_8,Gamma0_9,Gamma0_10,Gamma0_11,Gamma0_12,Gamma1,Gamma2,Gamma3,Gamma4,Gamma5,Gamma6,Gamma7,Gamma8,Gamma9,Gamma10,Gamma11,Gamma12,eta0,eta,count,success,e1,e2,e3,e4,e5,e6,e7,e8,e9,e10,e11,e12,max_iter,min_iter,N,Jmax,alpha,gleak,ex,lk,rate,minGg,maxGg,minGo,maxGo,tol,optim,exfix,exval,profile,runtime
3,0.001,0.001,1e-06,0.001,1e-06,1e-06,0.001,0.001,1e-06,1e-06,1e-06,0.001,0.08230924563608592,0.07749547239585072,2.3347299511545277e-05,0.07423586791619004,0.008877716020171409,0.0735744668260814,0.012088233123473147,0.07157980650498509,0.009245428767861703,0.0707333620404975,1.4916553241364429e-05,1.0218593314561104e-05,-0.0001681270421038455,-0.0025209580076094493,11124.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
77,0.001,0.001,1e-06,1e-06,0.001,0.001,0.001,0.001,0.001,1e-06,1e-06,0.001,0.08260243633068441,0.07710238723013074,0.0005354414581144045,0.07382790500345321,0.009172393447080995,0.07333740376363386,0.012265022066472214,0.07144593691665474,0.00933123445459496,0.07070661520359785,1.220841331804701e-05,7.2568843008489525e-06,-0.00021584284397003326,-0.002520957876050671,10828.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
91,1e-06,0.001,0.001,0.001,1e-06,1e-06,0.001,0.001,0.001,1e-06,1e-06,0.001,0.08279657602204932,0.07710244072496407,0.0006768847895781298,0.07381589289771107,0.009273047335629272,0.07336990738765424,0.012336708013988113,0.07150623754309843,0.009371064666909462,0.07079846968320168,1.1502367005356743e-05,6.531911324343462e-06,-0.00021175756425430585,-0.0025209577650096,10980.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
1,1e-06,1e-06,0.001,0.001,1e-06,0.001,1e-06,1e-06,0.001,1e-06,0.001,0.001,0.08296465736218675,0.0768768263910132,0.0009693856866920195,0.07357602417814756,0.00945090729779483,0.07322530060939246,0.012444347109957284,0.07142364090400699,0.0094236854153596,0.07078029284620321,1.0847880955612046e-05,3.2849140196992933e-06,-0.00016439834418582698,-0.002520957707882617,11119.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
21,1e-06,1e-06,1e-06,0.001,0.001,0.001,0.001,1e-06,0.001,1e-06,1e-06,1e-06,0.08289854938209121,0.0769679669773954,0.0008528939308818175,0.07366937808413394,0.00938543257530579,0.07327783544922699,0.01240754912995296,0.07145170639162603,0.00940792101440834,0.0707841178767344,1.4201230605761356e-05,1.5667697281467835e-06,-0.00012016987663158027,-0.002520957634850541,11537.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
49,1e-06,0.001,0.001,0.001,1e-06,0.001,1e-06,1e-06,0.001,0.001,0.001,1e-06,0.08293013751153859,0.07665728258995363,0.0011107623810392585,0.07336908762902723,0.009499566181809428,0.07307324879615838,0.012458282437917374,0.07129704813081122,0.009425210718923391,0.07067406440184168,1.1703209667915604e-05,5.358207717113718e-07,-0.0002041970086316445,-0.0025209576325816805,10114.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
40,0.001,0.001,1e-06,1e-06,0.001,1e-06,1e-06,1e-06,1e-06,1e-06,0.001,0.001,0.08268227731106577,0.07699466770920367,0.000675487746486771,0.07370791770927149,0.009265687579452403,0.07325879847107558,0.012325543225779657,0.0713979382950876,0.00936285252118926,0.07069314671294594,1.3557621925682597e-05,4.922111558148614e-06,-0.00010663638407844923,-0.0025209575966229493,11286.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
8,1e-06,0.001,1e-06,1e-06,0.001,0.001,1e-06,1e-06,1e-06,0.001,0.001,1e-06,0.08284713540410304,0.07677520448186492,0.0009620023056111344,0.07346395875077089,0.00945549403753739,0.07310104524134861,0.012446943962505085,0.07130380517102448,0.009424454840463312,0.07066988520600587,1.4147385263909154e-05,5.38131765627059e-07,-0.00014219454717312094,-0.002520957494917019,10064.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
27,0.001,1e-06,0.001,1e-06,0.001,0.001,1e-06,1e-06,0.001,1e-06,0.001,1e-06,0.08288545617958765,0.07672183512976047,0.0010295467236618437,0.07341489609507783,0.009485269747224795,0.07307905954610817,0.012460298357858838,0.07129380694810294,0.009429840296177546,0.07066831549596504,1.4029367570930867e-05,5.184224734341125e-07,-0.0001728518828816492,-0.0025209572752038427,10819.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
98,0.001,0.001,0.001,0.001,1e-06,1e-06,1e-06,1e-06,1e-06,0.001,0.001,1e-06,0.0829128392157168,0.07668850501943791,0.0010752146785710588,0.07337112583529311,0.009525277251285939,0.07304475619983519,0.0124894251495899,0.07127163549654598,0.00944531850373121,0.07066278625774203,1.3768749025666628e-05,4.875346737693493e-07,-0.00014935762071879461,-0.0025209571728681684,10848.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
24,0.001,1e-06,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1e-06,1e-06,0.001,0.08268830099550568,0.07698639365700913,0.0006858263872338377,0.07370164665968214,0.00926837337586358,0.0732575841098561,0.01232576427028358,0.07139809859510517,0.00936247668743648,0.07069346928722851,1.2863554046094463e-05,7.174252938718598e-06,-0.0002649585910232585,-0.002520957169219614,10876.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
67,0.001,1e-06,1e-06,0.001,0.001,1e-06,1e-06,1e-06,0.001,1e-06,0.001,0.001,0.08289316039884641,0.07697563628479799,0.0008434061340438668,0.07367257713718998,0.009387273083357035,0.0732744231125058,0.012412117302840952,0.07144738689341314,0.009411385990535625,0.07078131477090419,1.4278860137051307e-05,3.8801195581483234e-06,-0.0001320142924798822,-0.0025209570389470052,10626.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
95,0.001,1e-06,1e-06,1e-06,1e-06,0.001,0.001,1e-06,0.001,1e-06,1e-06,1e-06,0.08306508738000797,0.07674245183271645,0.0011441618811924535,0.07343053799591333,0.009561432680210041,0.0731342174968912,0.0125142105538514,0.0713692780799673,0.009459938899018059,0.07076547729266615,1.2637878084719412e-05,1.2422416959753196e-06,-0.00010787281516686917,-0.002520957035724589,11139.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
19,0.001,0.001,1e-06,1e-06,1e-06,1e-06,1e-06,0.001,0.001,1e-06,1e-06,1e-06,0.08291461190844397,0.07668426161793333,0.001079487793332004,0.07336925770996836,0.009523790972158427,0.07304621543354416,0.012486925153317912,0.07127313043411686,0.009443752180252781,0.07066274725593481,1.3799903232833802e-05,1.0378008479605301e-06,-9.194622719243932e-05,-0.002520957004538846,11094.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
72,1e-06,1e-06,0.001,0.001,0.001,0.001,0.001,0.001,1e-06,1e-06,0.001,1e-06,0.08305941082858329,0.07674866625799659,0.0011353629347987892,0.0734368755608263,0.009556637269522453,0.07313713744649233,0.012511858941150972,0.0713700979310714,0.009459550032671652,0.07076407205266329,1.3847527244294525e-05,5.299984743420447e-07,-0.00022635625024029126,-0.0025209569087104406,10829.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
84,1e-06,1e-06,0.001,0.001,1e-06,1e-06,1e-06,0.001,0.001,1e-06,1e-06,0.001,0.08302433690265021,0.07679680337361364,0.0010731959043961505,0.07348793084301276,0.009518991274511288,0.07316892596441352,0.01248764103921961,0.0713901041937688,0.009445307001778865,0.0707718935193336,9.670187633879099e-06,6.214791985062187e-06,-0.00014205684390006135,-0.002520956870548312,11298.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
37,1e-06,0.001,0.001,1e-06,0.001,1e-06,0.001,0.001,1e-06,1e-06,1e-06,0.001,0.0826645171985729,0.07701816835294195,0.0006443841260562012,0.0737343931161708,0.009245165661577258,0.07327562803554283,0.01231327397693797,0.07140678846552662,0.009357910444646886,0.07069260799608845,1.446561761208875e-05,9.377452922553783e-06,-0.00019845513778303988,-0.0025209562777128176,11208.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
81,0.001,0.001,0.001,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.001,0.08285316249613658,0.07702671771599513,0.0007751013846956917,0.0737310223008374,0.009339890556200367,0.0733138363775679,0.012380609961382948,0.07147172474636068,0.009393560137147724,0.0707885603592542,9.760822902952733e-06,1.346836189888596e-05,-9.677648757857579e-05,-0.002520956084002635,12105.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
2,0.001,0.001,1e-06,1e-06,0.001,0.001,1e-06,1e-06,0.001,1e-06,1e-06,0.001,0.08274739859430855,0.07690576011985137,0.0007898650282991217,0.0736113810671369,0.009338840696713499,0.07319761977965786,0.0123720694488266,0.07136073979272348,0.009386961677005128,0.07068161244806519,1.336027905978612e-05,9.610670832320141e-06,-0.0001623086833360566,-0.002520956000515278,10520.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
14,1e-06,0.001,0.001,1e-06,0.001,0.001,0.001,1e-06,1e-06,1e-06,1e-06,0.001,0.08273464257890839,0.07718544414358197,0.0005687954446836048,0.07390257982653617,0.0092106579153337,0.07341945339253575,0.012301587570686296,0.07153175528214228,0.00935650383922055,0.07079915040943861,1.3836509662786124e-05,1.2807710730567831e-05,-0.0002078690962693928,-0.0025209558296629435,11369.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
83,1e-06,0.001,0.001,1e-06,1e-06,0.001,0.001,0.001,1e-06,1e-06,1e-06,0.001,0.08275071339871024,0.07690417380824398,0.0007933784983000076,0.07361048724754261,0.009340023239058854,0.07319815937652724,0.012372809541098968,0.07136126396120705,0.009388025003880116,0.07068145740370771,1.4453059325866228e-05,9.634514673472258e-06,-0.00018442303134624674,-0.0025209556660405054,11234.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
54,1e-06,1e-06,0.001,0.001,0.001,0.001,1e-06,1e-06,1e-06,1e-06,1e-06,0.001,0.08263268733092918,0.07705936326871698,0.0005897584859044376,0.07377820269046986,0.009212364577020876,0.07330160265020887,0.012293716567127837,0.07142097522895038,0.009348388482380725,0.07069450949937796,1.346559923386365e-05,1.4984514459277365e-05,-0.00018158437562354745,-0.002520955289617275,11529.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
48,1e-06,1e-06,1e-06,0.001,0.001,1e-06,0.001,0.001,1e-06,1e-06,1e-06,0.001,0.08280075961846423,0.07683873747324778,0.0008792509396597859,0.07353764452359708,0.009397484543015472,0.07315082229613884,0.01241020611833049,0.07133249625001943,0.009407630579813532,0.07067330672340093,1.4707548013873935e-05,1.1566655938302163e-05,-0.00011084869401897461,-0.0025209547599408617,11265.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
6,1e-06,0.001,1e-06,1e-06,1e-06,0.001,0.001,1e-06,0.001,1e-06,1e-06,0.001,0.0829277192527249,0.07666840290411361,0.0011003550810022202,0.07335338926335222,0.009536273351555354,0.07303678089604428,0.01249593239159449,0.0712660554268495,0.009450225416660374,0.07065721338194562,1.454468264822434e-05,1.0041625745568818e-05,-0.00011836426905594787,-0.0025209543448000515,10531.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
73,1e-06,1e-06,1e-06,1e-06,0.001,0.001,1e-06,0.001,1e-06,1e-06,1e-06,0.001,0.08282327592216049,0.0768084414060328,0.0009183080303878033,0.07350590290036348,0.009420721414609336,0.07313220736826118,0.01242400516644428,0.07132207274499061,0.00941397387838195,0.07067120339203976,1.3367505042451949e-05,1.4470976086027463e-05,-3.376453031870741e-05,-0.0025209542352759374,12255.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
10,1e-06,1e-06,0.001,1e-06,0.001,0.001,1e-06,0.001,1e-06,1e-06,1e-06,0.001,0.08306340755760114,0.07674474937604674,0.0011407967129300248,0.07342855729381212,0.009567476118803044,0.07312689322212347,0.012522992006655435,0.07136037170713921,0.009468097461653037,0.07075618204890435,1.4823007745354896e-05,1.076381292959993e-05,-0.00016242872252258687,-0.0025209539177590127,11187.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
42,0.001,1e-06,0.001,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.001,0.08293140260618137,0.07666293808100069,0.0011071668091774472,0.07334397662199416,0.009545837794618069,0.07302773662510807,0.012503308427325678,0.07126025360582712,0.009452730715275382,0.07065701018404336,1.0715146522754011e-05,1.620459642991095e-05,-7.2717801490908e-05,-0.0025209538021207616,11840.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
86,1e-06,1e-06,1e-06,1e-06,0.001,0.001,0.001,0.001,1e-06,0.001,1e-06,1e-06,0.08258733773890296,0.07645439094577684,0.0004153965068090786,0.07638364876550252,0.005134103600622742,0.07898652376659555,0.005120635998876542,0.08010949365858595,4.087287310799898e-06,0.07533235679720675,4.1237604356624087e-07,4.46707781959734e-07,-3.531599175946193e-05,-0.0025207459502868275,12425.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
66,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,0.001,1e-06,0.001,1e-06,0.001,0.001,0.11170334595215745,0.03927639149149204,0.05480322833652654,0.012896490639727715,0.07070783364340812,0.00873078101282443,0.08352679095864216,1.902977251582242e-05,0.05657708526508266,0.05606505654024671,8.434609066442381e-05,4.603090387629646e-07,-2.493248868114392e-06,-0.002512856150938217,18568.0,1.0,-0.0,-0.041666666666666664,-0.08333333333333333,-0.125,-0.16666666666666666,-0.20833333333333331,-0.25,-0.29166666666666663,-0.3333333333333333,-0.375,-0.41666666666666663,-0.4583333333333333,1000000,30,12,0.1,5.0,0.1,0,11,0.001,1e-06,0.001,1e-07,1.0,1e-08,adamax,0,0.0,ramp,0 days 00:25:01.166134
